YEAR_ID,MONTH_ID,SEQ,CUTOFF_DATE,BORROWER_COUNT,BORROWER_CODE_NAME,JOINT,LENDING UNIT,LG,Major Industry,Account/Loan Type,Customer Size,Development Lending Program,Location,Region,Account Class,Interest Rate,Interest Type,Type of Facility,Collateral Type,Collateral Type Description,Source,Loan Term,No. of Days-Loan Term,Past Due Date,Loan Status,Area Code,   NPL   ,   Sum of Sum of Approved Amount   ,   Sum of Sum of Collateral Amount   ,   Sum of Sum of Release Amount   ,   Sum of Sum of Booked Reserves   ,   Sum of Sum of Loan Portfolio   ,MONTH_YEAR,GDP,INFL,UNEMP,USD,Month Name,IS_NPL,Interest Rate Range
2022,12,13,12/31/2022,1,BORROWER_2916,BORROWER_2916-2022-12,LEGAZPI LENDING CENTER,SLLG,TRANSPORTATION  AND  STORAGE ,SME Loans - Medium,Medium,Connecting Rural Urban Intermodal Systems Efficiently,MASBATE,Bicol,PASS,8.5,Fixed,TERM LOAN,Secured,OTHERS COLLATERAL,DBP,Medium Term,1217,,CUR,PA,0.00,60000000.00,120000000.00,33333333.36,0.00,7919054.92,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,8.00% - 9.99%
2023,12,17,12/31/2023,1,BORROWER_2916,BORROWER_2916-2023-12,LEGAZPI LENDING CENTER,SLLG,TRANSPORTATION  AND  STORAGE ,SME Loans - Medium,Medium,Connecting Rural Urban Intermodal Systems Efficiently,MASBATE,Bicol,SPECIALLY MENTIONED,8.5,Fixed,TERM LOAN,Secured,OTHERS COLLATERAL,DBP,Medium Term,1826,11/20/2023,PDO,PA,0.00,30000000.00,60000000.00,30000000.00,113097.42,1352598.13,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2019,12,1,12/31/2019,1,BORROWER_2917,BORROWER_2917-2019-12,LEGAZPI LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,METRO MANILA,National Capital Region,CURRENT,7.5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,83,,CUR,PA,0.00,976000000.00,0.00,94100000.00,0.00,94100000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_2917,BORROWER_2917-2020-12,LEGAZPI LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,METRO MANILA,National Capital Region,CURRENT,7.5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,153,,CUR,PA,0.00,255800000.00,0.00,100000000.00,0.00,100000000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_2917,BORROWER_2917-2021-12,LEGAZPI LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,7.5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,120,2/15/2021,PDO,NPA,97237000.00,511600000.00,0.00,200000000.00,2158259.67,97237000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,1,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_2917,BORROWER_2917-2022-12,LEGAZPI LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,7.5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,120,6/15/2021,PDO,NPA,97237000.00,255800000.00,0.00,100000000.00,97237000.00,97237000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,1,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_2917,BORROWER_2917-2023-12,LEGAZPI LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,9.7,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,120,6/15/2021,PDO,NPA,97237000.00,255800000.00,0.00,100000000.00,97237000.00,97237000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,1,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_2917,BORROWER_2917-2024-12,LEGAZPI LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,9.7,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,120,6/15/2021,PDO,NPA,97237000.00,255800000.00,0.00,100000000.00,97237000.00,97237000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,1,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_2917,BORROWER_2917-2025-12,LEGAZPI LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,9.7,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,120,6/15/2021,PDO,NPA,97237000.00,255800000.00,0.00,100000000.00,97237000.00,97237000.00,2025-12,3,1.8,4.4,58.8488,DEC,1,8.00% - 9.99%
2019,12,1,12/31/2019,1,BORROWER_2918,BORROWER_2918-2019-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES SUR,Bicol,CURRENT,4.8,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5232,,CUR,PA,0.00,600000000.00,0.00,70355869.38,0.00,70355869.38,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,3.00% - 4.99%
2020,12,5,12/31/2020,1,BORROWER_2918,BORROWER_2918-2020-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES SUR,Bicol,CURRENT,4.8,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,4903,,CUR,PA,0.00,1320000000.00,0.00,93735092.58,0.00,93735092.58,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,3.00% - 4.99%
2021,12,9,12/31/2021,1,BORROWER_2918,BORROWER_2918-2021-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES SUR,Bicol,PASS,4.8,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,4480,,CUR,PA,0.00,1680000000.00,0.00,118573796.30,0.00,118573796.30,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,3.00% - 4.99%
2022,12,13,12/31/2022,1,BORROWER_2918,BORROWER_2918-2022-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES SUR,Bicol,PASS,5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,4480,,CUR,PA,0.00,1680000000.00,0.00,118573796.30,0.00,111140930.10,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_2918,BORROWER_2918-2023-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES SUR,Bicol,PASS,7.4,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,4480,,CUR,PA,0.00,1680000000.00,0.00,118573796.30,0.00,101230441.80,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_2918,BORROWER_2918-2024-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES SUR,Bicol,PASS,7.4,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2556,,CUR,PA,0.00,236986438.50,0.00,128272313.50,0.00,123335123.90,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_2918,BORROWER_2918-2025-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES SUR,Bicol,PASS,7.4,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5389,,CUR,PA,0.00,841907627.40,0.00,219489524.80,0.00,202280660.90,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_2919,BORROWER_2919-2019-12,PUERTO PRINCESA LENDING CENTER,SLLG,CONSTRUCTION,SME Loans - Medium,Medium,No Program,PALAWAN,MIMAROPA,SPECIALLY MENTIONED,6.5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,90,6/4/2019,PDO,NPA,23755384.48,126310000.00,50000000.00,36290000.00,493193.32,23755384.48,19-Dec,6.6,2.4,4.59,50.7671,DEC,1,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_2919,BORROWER_2919-2020-12,PUERTO PRINCESA LENDING CENTER,SLLG,CONSTRUCTION,SME Loans - Medium,Medium,No Program,PALAWAN,MIMAROPA,SPECIALLY MENTIONED,6.5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,90,6/4/2019,PDO,NPA,21781217.82,126310000.00,50000000.00,36290000.00,4308916.57,21781217.82,20-Dec,-8.2,3.3,8.74,48.0637,DEC,1,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_2919,BORROWER_2919-2021-12,PUERTO PRINCESA LENDING CENTER,SLLG,CONSTRUCTION,SME Loans - Medium,Medium,No Program,PALAWAN,MIMAROPA,SPECIALLY MENTIONED,7.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2191,,CUR,NPA,32009560.54,21781217.82,145132000.00,32024560.54,4309329.22,32009560.54,21-Dec,7.9,3.1,6.6,50.2478,DEC,1,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_2919,BORROWER_2919-2022-12,PUERTO PRINCESA LENDING CENTER,SLLG,CONSTRUCTION,SME Loans - Medium,Medium,No Program,PALAWAN,MIMAROPA,PASS,7.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2191,,CUR,PA,0.00,21781217.82,145132000.00,32024560.54,993361.88,31625560.54,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_2919,BORROWER_2919-2023-12,PUERTO PRINCESA LENDING CENTER,SLLG,CONSTRUCTION,SME Loans - Medium,Medium,No Program,PALAWAN,MIMAROPA,PASS,7.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2191,,CUR,PA,0.00,21781217.82,145132000.00,32024560.54,0.00,30545560.54,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_2919,BORROWER_2919-2024-12,PUERTO PRINCESA LENDING CENTER,SLLG,CONSTRUCTION,SME Loans - Medium,Medium,No Program,PALAWAN,MIMAROPA,PASS,7.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2191,,CUR,PA,0.00,21781217.82,145132000.00,32024560.54,0.00,27905560.54,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_2919,BORROWER_2919-2025-12,PUERTO PRINCESA LENDING CENTER,SLLG,CONSTRUCTION,SME Loans - Medium,Medium,No Program,PALAWAN,MIMAROPA,PASS,7.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2922,,CUR,PA,0.00,21781217.82,145132000.00,32024560.54,0.00,24185560.54,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_292,BORROWER_292-2019-12,DIGOS LENDING CENTER,SWMLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,Infrastructure Contractor Support Program,DAVAO DEL SUR,Davao,CURRENT,7.5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,178,,CUR,PA,0.00,3000000.00,2254000.00,3000000.00,0.00,3000000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_292,BORROWER_292-2020-12,DIGOS LENDING CENTER,SWMLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,Infrastructure Contractor Support Program,DAVAO DEL SUR,Davao,CURRENT,7.5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,180,,CUR,PA,0.00,3000000.00,2254000.00,3000000.00,0.00,3000000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_292,BORROWER_292-2021-12,DIGOS LENDING CENTER,SWMLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,Infrastructure Contractor Support Program,DAVAO DEL SUR,Davao,PASS,6.5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,178,,CUR,PA,0.00,9000000.00,6762000.00,5400000.00,48502.45,5400000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_292,BORROWER_292-2022-12,DIGOS LENDING CENTER,SWMLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,Infrastructure Contractor Support Program,DAVAO DEL SUR,Davao,PASS,3,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,178,,CUR,PA,0.00,34000000.00,14140000.00,19850000.00,0.00,18850000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,3.00% - 4.99%
2023,12,17,12/31/2023,1,BORROWER_292,BORROWER_292-2023-12,DIGOS LENDING CENTER,SWMLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,Infrastructure Contractor Support Program,DAVAO DEL SUR,Davao,SPECIALLY MENTIONED,9.3,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,90,,CUR,PA,0.00,153000000.00,46522000.00,24304000.00,0.00,22104000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_292,BORROWER_292-2024-12,DIGOS LENDING CENTER,SWMLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,Infrastructure Contractor Support Program,DAVAO DEL SUR,Davao,SPECIALLY MENTIONED,9.8,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,43,,CUR,PA,0.00,17651520.00,0.00,8800000.00,0.00,8800000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_292,BORROWER_292-2025-12,DIGOS LENDING CENTER,SWMLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,Infrastructure Contractor Support Program,DAVAO DEL SUR,Davao,SPECIALLY MENTIONED,10.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1096,,CUR,PA,0.00,8800000.00,9727000.00,8800000.00,1894444.45,7333333.36,2025-12,3,1.8,4.4,58.8488,DEC,0,10.00% - 11.99%
2019,12,1,12/31/2019,1,BORROWER_2920,BORROWER_2920-2019-12,CALAPAN LENDING CENTER,SLLG,EDUCATION ,SME Loans - Medium,Medium,SCHOOLS,ORIENTAL MINDORO,MIMAROPA,CURRENT,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1452,,CUR,PA,0.00,70200000.00,139707000.00,10100000.00,0.00,8838947.37,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_2920,BORROWER_2920-2020-12,CALAPAN LENDING CENTER,SLLG,EDUCATION ,SME Loans - Medium,Medium,SCHOOLS,ORIENTAL MINDORO,MIMAROPA,CURRENT,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1452,,CUR,PA,0.00,70200000.00,139707000.00,10100000.00,0.00,7181644.74,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_2920,BORROWER_2920-2021-12,CALAPAN LENDING CENTER,SLLG,EDUCATION ,SME Loans - Medium,Medium,SCHOOLS,ORIENTAL MINDORO,MIMAROPA,SPECIALLY MENTIONED,6.5,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,914,,CUR,PA,0.00,23400000.00,46569000.00,5524342.11,0.00,4419473.69,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_2921,BORROWER_2921-2019-12,CALAPAN LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,OCCIDENTAL MINDORO,MIMAROPA,CURRENT,7,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,,CUR,PA,0.00,363694023.60,285000000.00,74968658.80,0.00,74968658.80,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_2921,BORROWER_2921-2020-12,CALAPAN LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,OCCIDENTAL MINDORO,MIMAROPA,CURRENT,7,Variable,REVOLVING CREDIT LINE,Secured,(blank),DBP,Short Term,178,,CUR,PA,0.00,817636094.40,570000000.00,100000000.00,0.00,100000000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_2921,BORROWER_2921-2021-12,CALAPAN LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,OCCIDENTAL MINDORO,MIMAROPA,PASS,7,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,,CUR,PA,0.00,814006094.40,285000000.00,116000000.00,0.00,116000000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_2921,BORROWER_2921-2022-12,CALAPAN LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,OCCIDENTAL MINDORO,MIMAROPA,PASS,7,Variable,REVOLVING CREDIT LINE,Secured,REM - AGRICULTURAL,DBP,Short Term,88,,CUR,PA,0.00,1500000000.00,51824000.00,87500000.00,0.00,87500000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_2921,BORROWER_2921-2023-12,CALAPAN LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,OCCIDENTAL MINDORO,MIMAROPA,PASS,8,Variable,REVOLVING CREDIT LINE,Secured,REM - AGRICULTURAL,DBP,Short Term,180,,CUR,PA,0.00,2550000000.00,88100800.00,110650000.00,0.00,110650000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_2921,BORROWER_2921-2024-12,CALAPAN LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,OCCIDENTAL MINDORO,MIMAROPA,SPECIALLY MENTIONED,9,Variable,REVOLVING CREDIT LINE,Secured,REM - AGRICULTURAL,DBP,Short Term,180,,CUR,PA,0.00,700000000.00,75961900.00,100000000.00,6353629.62,100000000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_2921,BORROWER_2921-2025-12,CALAPAN LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,OCCIDENTAL MINDORO,MIMAROPA,PASS,8.8,Variable,REVOLVING CREDIT LINE,Secured,REM - AGRICULTURAL,DBP,Short Term,178,12/4/2025,PDO,PA,0.00,700000000.00,75961900.00,83410000.00,0.00,62210000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
2019,12,1,12/31/2019,1,BORROWER_2924,BORROWER_2924-2019-12,CEBU (NORTH) LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Loans to Private Corp - Non Financial,Large,No Program,CEBU,Central Visayas,CURRENT,4,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,,CUR,PA,0.00,555000000.00,0.00,124500000.00,725853.42,124500000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,3.00% - 4.99%
2020,12,5,12/31/2020,1,BORROWER_2924,BORROWER_2924-2020-12,CEBU (NORTH) LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Loans to Private Corp - Non Financial,Large,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,5.5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,4363,,CUR,PA,0.00,35000000.00,0.00,35000000.00,687352.69,35000000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_2924,BORROWER_2924-2021-12,CEBU (NORTH) LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Loans to Private Corp - Non Financial,Large,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,4363,,CUR,PA,0.00,35000000.00,0.00,35000000.00,1036708.16,33900000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_2926,BORROWER_2926-2019-12,CEBU (NORTH) LENDING CENTER,VLG,REAL ESTATE ACTIVITIES,SME Loans - Medium,Medium,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,4187,,CUR,PA,0.00,4117500000.00,0.00,192000000.00,0.00,192000000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,3.00% - 4.99%
2020,12,5,12/31/2020,1,BORROWER_2926,BORROWER_2926-2020-12,CEBU (NORTH) LENDING CENTER,VLG,REAL ESTATE ACTIVITIES,SME Loans - Medium,Medium,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,5.3,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3829,,CUR,PA,0.00,6862500000.00,0.00,367103500.00,10177767.46,367103500.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_2926,BORROWER_2926-2021-12,CEBU (NORTH) LENDING CENTER,VLG,REAL ESTATE ACTIVITIES,SME Loans - Medium,Medium,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3560,,CUR,PA,0.00,69300000.00,0.00,410057000.00,7420120.44,410057000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_2926,BORROWER_2926-2022-12,CEBU (NORTH) LENDING CENTER,VLG,REAL ESTATE ACTIVITIES,SME Loans - Medium,Medium,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3560,,CUR,PA,0.00,69300000.00,0.00,410057000.00,0.00,405557000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_2926,BORROWER_2926-2023-12,CEBU (NORTH) LENDING CENTER,VLG,REAL ESTATE ACTIVITIES,SME Loans - Medium,Medium,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,7.7,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3560,,CUR,PA,0.00,69300000.00,0.00,410057000.00,0.00,394307000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_2926,BORROWER_2926-2024-12,CEBU (NORTH) LENDING CENTER,VLG,REAL ESTATE ACTIVITIES,SME Loans - Medium,Medium,No Program,CEBU,Central Visayas,PASS,7.7,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2464,,CUR,PA,0.00,69300000.00,0.00,376307000.00,0.00,370807000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_2926,BORROWER_2926-2025-12,CEBU (NORTH) LENDING CENTER,VLG,REAL ESTATE ACTIVITIES,SME Loans - Medium,Medium,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,7.4,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2464,,CUR,PA,0.00,69300000.00,0.00,376307000.00,15484225.32,342307000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_2927,BORROWER_2927-2019-12,CEBU (SOUTH) LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,CEBU,Central Visayas,CURRENT,5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,,CUR,PA,0.00,150000000.00,0.00,11000000.00,0.00,11000000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_2927,BORROWER_2927-2020-12,CEBU (SOUTH) LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,CEBU,Central Visayas,CURRENT,4.8,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,83,,CUR,PA,0.00,250000000.00,0.00,43800000.00,0.00,43800000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,3.00% - 4.99%
2021,12,9,12/31/2021,1,BORROWER_2927,BORROWER_2927-2021-12,CEBU (SOUTH) LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,CEBU,Central Visayas,SPECIALLY MENTIONED,5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,178,,CUR,PA,0.00,100000000.00,0.00,50000000.00,0.00,50000000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
